OrderID,OrderDate,CustomerID,Country,Channel,MarketingChannel,OrderStatus,ProductID,ProductName,Category,Quantity,UnitPrice,UnitCost,Discount,SalesAmount,CostAmount,MarketingSpend,ShippingTimeDays,ShippingCost,ProfitAmount,ReturnFlag,CustomerSegment
ORD101150,2023-08-23 23:43:23,CUST1348,France,Web,Organic,Completed,P1033,Perfume,Beauty,1,18.85,13.71,0.1,16.97,13.71,0.86,7,7.33,-4.93,0,Returning
ORD101150,2023-08-23 23:43:23,CUST1348,France,Web,Organic,Completed,P1010,Wireless Headphones,Electronics,1,110.73,87.03,0.0,110.73,87.03,0.53,1,3.12,20.05,0,Returning
ORD101150,2023-08-23 23:43:23,CUST1348,France,Web,Organic,Completed,P1035,Conditioner,Beauty,1,15.58,10.66,0.1,14.02,10.66,0.47,14,10.08,-7.19,0,Returning
ORD100864,2023-08-24 04:31:12,CUST1045,United States,Web,Organic,Completed,P1024,Throw Pillow,Home,1,29.11,13.45,0.0,29.11,13.45,0.96,1,2.68,12.02,0,Returning
ORD100864,2023-08-24 04:31:12,CUST1045,United States,Web,Organic,Completed,P1010,Wireless Headphones,Electronics,1,110.73,60.87,0.0,110.73,60.87,0.39,2,4.08,45.39,0,Returning
ORD100012,2023-08-24 18:14:00,CUST1072,Australia,Web,Organic,Completed,P1019,Fitness Band,Electronics,1,91.75,57.8,0.0,91.75,57.8,0.28,2,3.47,30.2,0,New
ORD100036,2023-08-25 12:44:09,CUST1723,United States,Web,Organic,Completed,P1034,Shampoo,Beauty,1,56.45,41.86,0.0,56.45,41.86,0.39,2,3.99,10.21,0,New
ORD100778,2023-08-26 23:50:15,CUST1107,India,Web,Social,Completed,P1012,Smart Watch,Electronics,1,124.84,93.18,0.05,118.6,93.18,0.44,2,3.97,21.01,0,New
ORD100778,2023-08-26 23:50:15,CUST1107,India,Web,Social,Completed,P1031,Sunscreen,Beauty,1,77.05,36.41,0.0,77.05,36.41,3.67,1,2.4,34.57,0,New
ORD100993,2023-08-27 06:03:45,CUST1081,United Kingdom,Mobile,Organic,Completed,P1035,Conditioner,Beauty,2,15.58,11.0,0.0,31.16,22.0,0.59,1,3.07,5.5,0,Returning
ORD100993,2023-08-27 06:03:45,CUST1081,United Kingdom,Mobile,Organic,Completed,P1009,Blouse,Apparel,1,50.85,31.7,0.0,50.85,31.7,0.71,2,3.44,15.0,0,Returning
ORD101004,2023-08-28 10:40:58,CUST1923,Spain,Mobile,PPC,Completed,P1003,Sneakers,Apparel,2,70.46,36.5,0.1,126.83,73.0,0.76,10,7.9,45.17,0,Returning
ORD100079,2023-08-30 11:06:43,CUST1376,France,App,Organic,Completed,P1005,Jacket,Apparel,2,35.32,17.4,0.0,70.64,34.8,0.85,5,5.55,29.44,0,New
ORD100442,2023-09-02 05:39:44,CUST1038,Germany,Mobile,PPC,Completed,P1011,Bluetooth Speaker,Electronics,1,110.69,61.48,0.0,110.69,61.48,2.51,10,10.02,36.68,0,Returning
ORD100708,2023-09-02 06:39:38,CUST1076,Spain,Web,Affiliate,Completed,P1039,Hand Cream,Beauty,2,43.94,31.56,0.15,74.7,63.12,1.86,1,3.08,6.64,0,Returning
ORD101059,2023-09-02 21:19:27,CUST1593,India,Mobile,Email,Completed,P1013,Phone Case,Electronics,2,81.73,48.46,0.0,163.46,96.92,2.66,1,2.44,61.44,0,Returning
ORD101094,2023-09-03 16:38:31,CUST1980,United States,Web,Organic,Completed,P1021,Air Fryer,Home,1,35.48,20.45,0.1,31.93,20.45,0.34,5,6.27,4.87,0,Returning
ORD100565,2023-09-03 19:37:15,CUST1504,France,Web,Social,Completed,P1005,Jacket,Apparel,1,35.32,22.73,0.0,35.32,22.73,0.39,5,3.63,8.57,0,Returning
ORD100996,2023-09-04 16:00:41,CUST1911,Spain,Web,PPC,Completed,P1005,Jacket,Apparel,1,35.32,20.15,0.05,33.55,20.15,4.4,10,10.58,-1.58,0,Returning
ORD100048,2023-09-04 22:30:41,CUST1728,France,Mobile,Organic,Completed,P1007,Dress,Apparel,1,55.35,30.84,0.15,47.05,30.84,0.58,2,3.45,12.18,0,New
ORD101124,2023-09-05 09:16:51,CUST1250,Australia,Mobile,PPC,Completed,P1027,Rug,Home,1,47.51,30.16,0.0,47.51,30.16,0.89,10,5.18,11.28,0,Returning
ORD101124,2023-09-05 09:16:51,CUST1250,Australia,Mobile,PPC,Completed,P1016,Keyboard,Electronics,2,99.74,63.38,0.0,199.48,126.76,1.1,3,4.24,67.38,0,Returning
ORD101171,2023-09-07 16:08:42,CUST1918,Germany,Web,Social,Completed,P1037,Face Mask,Beauty,1,0.81,0.46,0.05,0.77,0.46,2.44,2,3.79,-5.92,0,Returning
ORD100404,2023-09-08 05:04:19,CUST1627,India,Web,Organic,Returned,P1006,Socks,Apparel,1,71.58,33.48,0.0,71.58,33.48,0.38,7,4.64,33.08,1,New
ORD100004,2023-09-08 05:29:24,CUST1276,Spain,Mobile,PPC,Completed,P1013,Phone Case,Electronics,1,81.73,58.98,0.15,69.47,58.98,1.37,2,2.66,6.46,0,Loyal
ORD100004,2023-09-08 05:29:24,CUST1276,Spain,Mobile,PPC,Completed,P1019,Fitness Band,Electronics,2,91.75,51.42,0.0,183.5,102.84,1.61,10,6.9,72.15,0,Loyal
ORD100894,2023-09-08 07:44:45,CUST1467,Nigeria,App,Organic,Completed,P1019,Fitness Band,Electronics,1,91.75,64.84,0.0,91.75,64.84,0.92,1,3.12,22.87,0,New
ORD100128,2023-09-08 21:25:19,CUST1464,Nigeria,Web,Email,Completed,P1019,Fitness Band,Electronics,1,91.75,60.77,0.0,91.75,60.77,1.88,2,3.89,25.21,0,Returning
ORD100819,2023-09-09 04:37:24,CUST1893,Spain,Mobile,Organic,Completed,P1002,Jeans,Apparel,1,52.95,37.42,0.15,45.01,37.42,0.28,7,5.35,1.96,0,New
ORD100671,2023-09-11 19:09:46,CUST1523,Nigeria,Web,Organic,Completed,P1005,Jacket,Apparel,2,35.32,24.13,0.0,70.64,48.26,0.43,1,2.73,19.22,0,Returning
ORD100688,2023-09-12 02:17:09,CUST1961,Germany,Web,Affiliate,Completed,P1034,Shampoo,Beauty,2,56.45,39.95,0.0,112.9,79.9,2.03,2,3.87,27.1,0,New
ORD100688,2023-09-12 02:17:09,CUST1961,Germany,Web,Affiliate,Completed,P1030,Moisturizer,Beauty,3,27.97,14.57,0.0,83.91,43.71,2.88,3,4.42,32.9,0,New
ORD100688,2023-09-12 02:17:09,CUST1961,Germany,Web,Affiliate,Completed,P1028,Cutlery Set,Home,1,27.99,16.95,0.0,27.99,16.95,0.98,14,10.38,-0.32,0,New
ORD100688,2023-09-12 02:17:09,CUST1961,Germany,Web,Affiliate,Completed,P1017,Mouse,Electronics,1,126.28,63.66,0.0,126.28,63.66,0.34,14,14.92,47.36,0,New
ORD100350,2023-09-12 05:31:05,CUST1702,Germany,App,Affiliate,Completed,P1001,Hoodie,Apparel,2,37.23,25.15,0.0,74.46,50.3,4.21,3,5.04,14.91,0,New
ORD100350,2023-09-12 05:31:05,CUST1702,Germany,App,Affiliate,Completed,P1010,Wireless Headphones,Electronics,1,110.73,54.71,0.05,105.19,54.71,1.4,1,3.18,45.9,0,New
ORD100797,2023-09-14 20:51:49,CUST1622,Nigeria,Web,PPC,Completed,P1018,Smart Light,Electronics,3,101.84,47.15,0.0,305.52,141.45,2.15,1,2.87,159.05,0,New
ORD100797,2023-09-14 20:51:49,CUST1622,Nigeria,Web,PPC,Completed,P1001,Hoodie,Apparel,2,37.23,22.54,0.05,70.74,45.08,0.1,10,5.08,20.48,0,New
ORD101104,2023-09-14 23:01:58,CUST1935,Germany,App,PPC,Completed,P1001,Hoodie,Apparel,1,37.23,19.28,0.0,37.23,19.28,5.95,7,8.87,3.13,0,New
ORD101104,2023-09-14 23:01:58,CUST1935,Germany,App,PPC,Completed,P1013,Phone Case,Electronics,1,81.73,46.83,0.05,77.64,46.83,2.04,14,11.1,17.67,0,New
ORD101104,2023-09-14 23:01:58,CUST1935,Germany,App,PPC,Completed,P1002,Jeans,Apparel,1,52.95,37.85,0.15,45.01,37.85,0.62,2,3.52,3.02,0,New
ORD101104,2023-09-14 23:01:58,CUST1935,Germany,App,PPC,Completed,P1037,Face Mask,Beauty,1,0.81,0.46,0.0,0.81,0.46,3.13,4,5.68,-8.46,0,New
ORD100022,2023-09-15 01:05:40,CUST1433,India,Web,Organic,Cancelled,P1037,Face Mask,Beauty,1,0.81,0.41,0.0,0.81,0.41,0.44,1,2.94,-2.98,0,Returning
ORD100837,2023-09-15 15:29:13,CUST1958,United States,Mobile,Affiliate,Completed,P1014,Portable Charger,Electronics,1,85.5,38.64,0.05,81.22,38.64,4.21,3,3.44,34.93,0,New
ORD100837,2023-09-15 15:29:13,CUST1958,United States,Mobile,Affiliate,Completed,P1029,Storage Box,Home,1,34.17,17.52,0.0,34.17,17.52,2.82,4,6.78,7.05,0,New
ORD100837,2023-09-15 15:29:13,CUST1958,United States,Mobile,Affiliate,Completed,P1026,Desk Lamp,Home,1,16.98,11.89,0.0,16.98,11.89,2.84,3,3.76,-1.51,0,New
ORD100349,2023-09-17 15:40:19,CUST1203,United Kingdom,Web,PPC,Completed,P1018,Smart Light,Electronics,1,101.84,61.3,0.15,86.56,61.3,0.09,3,5.04,20.13,0,Returning
ORD100349,2023-09-17 15:40:19,CUST1203,United Kingdom,Web,PPC,Completed,P1019,Fitness Band,Electronics,2,91.75,63.39,0.0,183.5,126.78,0.93,1,2.99,52.8,0,Returning
ORD100349,2023-09-17 15:40:19,CUST1203,United Kingdom,Web,PPC,Completed,P1016,Keyboard,Electronics,1,99.74,78.7,0.0,99.74,78.7,3.49,1,2.92,14.63,0,Returning
ORD100349,2023-09-17 15:40:19,CUST1203,United Kingdom,Web,PPC,Completed,P1029,Storage Box,Home,1,34.17,22.37,0.0,34.17,22.37,2.37,2,3.04,6.39,0,Returning
ORD101098,2023-09-18 12:16:00,CUST1543,United States,Web,Social,Completed,P1022,Vacuum,Home,1,41.35,19.3,0.1,37.22,19.3,0.46,2,4.05,13.41,0,New
ORD101063,2023-09-19 11:14:17,CUST1375,India,Web,Organic,Completed,P1007,Dress,Apparel,1,55.35,34.93,0.0,55.35,34.93,0.53,1,2.48,17.41,0,Returning
ORD101034,2023-09-19 22:30:55,CUST1816,United Kingdom,Web,Organic,Completed,P1009,Blouse,Apparel,1,50.85,23.37,0.05,48.31,23.37,0.04,2,3.48,21.42,0,Returning
ORD101034,2023-09-19 22:30:55,CUST1816,United Kingdom,Web,Organic,Completed,P1027,Rug,Home,1,47.51,27.22,0.1,42.76,27.22,0.97,10,9.41,5.16,0,Returning
ORD100551,2023-09-22 07:53:49,CUST1311,Australia,App,Organic,Completed,P1035,Conditioner,Beauty,2,15.58,10.43,0.0,31.16,20.86,0.35,2,2.69,7.26,0,Returning
ORD100710,2023-09-22 15:16:48,CUST1897,United Kingdom,App,Social,Completed,P1000,T-Shirt,Apparel,2,49.93,33.3,0.0,99.86,66.6,4.08,3,4.09,25.09,0,Returning
ORD100710,2023-09-22 15:16:48,CUST1897,United Kingdom,App,Social,Completed,P1019,Fitness Band,Electronics,1,91.75,57.74,0.0,91.75,57.74,3.75,4,4.33,25.93,0,Returning
ORD100710,2023-09-22 15:16:48,CUST1897,United Kingdom,App,Social,Completed,P1000,T-Shirt,Apparel,2,49.93,23.93,0.0,99.86,47.86,2.48,1,2.71,46.81,0,Returning
ORD100710,2023-09-22 15:16:48,CUST1897,United Kingdom,App,Social,Completed,P1000,T-Shirt,Apparel,3,49.93,28.82,0.05,142.3,86.46,1.72,3,4.0,50.12,0,Returning
ORD100220,2023-09-25 10:59:51,CUST1402,Australia,Mobile,Organic,Completed,P1005,Jacket,Apparel,3,35.32,18.4,0.0,105.96,55.2,0.78,1,2.83,47.15,0,Loyal
ORD100886,2023-09-26 18:48:50,CUST1114,Australia,Web,PPC,Completed,P1034,Shampoo,Beauty,1,56.45,34.94,0.05,53.63,34.94,1.59,2,3.19,13.91,0,Returning
ORD100242,2023-09-27 14:29:16,CUST1231,India,Web,Organic,Completed,P1025,Curtain,Home,1,42.22,28.87,0.0,42.22,28.87,0.81,3,4.02,8.52,0,New
ORD100242,2023-09-27 14:29:16,CUST1231,India,Web,Organic,Completed,P1016,Keyboard,Electronics,1,99.74,71.29,0.0,99.74,71.29,0.23,3,3.06,25.16,0,New
ORD100353,2023-09-27 17:23:29,CUST1000,Brazil,Web,PPC,Completed,P1012,Smart Watch,Electronics,2,124.84,72.09,0.0,249.68,144.18,3.72,1,2.59,99.19,0,Returning
ORD100353,2023-09-27 17:23:29,CUST1000,Brazil,Web,PPC,Completed,P1005,Jacket,Apparel,1,35.32,16.68,0.0,35.32,16.68,5.8,1,3.04,9.8,0,Returning
ORD100353,2023-09-27 17:23:29,CUST1000,Brazil,Web,PPC,Completed,P1020,Coffee Maker,Home,2,69.31,35.8,0.0,138.62,71.6,4.1,1,2.99,59.93,0,Returning
ORD100308,2023-09-27 18:34:36,CUST1178,United Kingdom,Web,PPC,Completed,P1039,Hand Cream,Beauty,1,43.94,23.64,0.0,43.94,23.64,5.84,1,2.5,11.96,0,New
ORD100308,2023-09-27 18:34:36,CUST1178,United Kingdom,Web,PPC,Completed,P1035,Conditioner,Beauty,3,15.58,9.22,0.0,46.74,27.66,4.9,3,3.83,10.35,0,New
ORD100308,2023-09-27 18:34:36,CUST1178,United Kingdom,Web,PPC,Completed,P1014,Portable Charger,Electronics,1,85.5,62.2,0.1,76.95,62.2,5.32,1,2.31,7.12,0,New
ORD100755,2023-09-28 02:10:43,CUST1778,India,Web,Affiliate,Completed,P1007,Dress,Apparel,1,55.35,29.7,0.05,52.58,29.7,0.66,1,3.04,19.18,0,Returning
ORD100555,2023-09-28 18:31:40,CUST1433,Spain,Mobile,Social,Completed,P1011,Bluetooth Speaker,Electronics,1,110.69,56.12,0.05,105.16,56.12,3.03,2,3.47,42.54,0,Returning
ORD100555,2023-09-28 18:31:40,CUST1433,Spain,Mobile,Social,Completed,P1004,Cap,Apparel,1,35.32,21.55,0.05,33.55,21.55,5.81,2,3.52,2.67,0,Returning
ORD100532,2023-09-29 10:58:55,CUST1829,Nigeria,Web,PPC,Completed,P1037,Face Mask,Beauty,1,0.81,0.39,0.1,0.73,0.39,3.21,3,2.92,-5.79,0,Returning
ORD100532,2023-09-29 10:58:55,CUST1829,Nigeria,Web,PPC,Completed,P1012,Smart Watch,Electronics,2,124.84,61.28,0.05,237.2,122.56,1.03,1,2.73,110.88,0,Returning
ORD101173,2023-09-30 02:50:35,CUST1391,Germany,Web,PPC,Completed,P1009,Blouse,Apparel,1,50.85,37.25,0.0,50.85,37.25,1.88,5,5.02,6.7,0,Returning
ORD101173,2023-09-30 02:50:35,CUST1391,Germany,Web,PPC,Completed,P1023,Blender,Home,2,11.51,8.53,0.0,23.02,17.06,5.29,7,8.93,-8.26,0,Returning
ORD101173,2023-09-30 02:50:35,CUST1391,Germany,Web,PPC,Completed,P1023,Blender,Home,2,11.51,7.44,0.0,23.02,14.88,4.85,3,3.17,0.12,0,Returning
ORD100515,2023-09-30 09:47:31,CUST1391,Nigeria,Mobile,PPC,Completed,P1018,Smart Light,Electronics,1,101.84,69.97,0.05,96.75,69.97,2.51,3,4.0,20.27,0,Returning
ORD100515,2023-09-30 09:47:31,CUST1391,Nigeria,Mobile,PPC,Completed,P1001,Hoodie,Apparel,1,37.23,18.66,0.0,37.23,18.66,1.74,3,3.61,13.22,0,Returning
ORD100515,2023-09-30 09:47:31,CUST1391,Nigeria,Mobile,PPC,Completed,P1036,Serum,Beauty,1,44.18,29.43,0.0,44.18,29.43,5.44,2,3.27,6.04,0,Returning
ORD100515,2023-09-30 09:47:31,CUST1391,Nigeria,Mobile,PPC,Completed,P1038,Body Lotion,Beauty,1,13.44,9.27,0.0,13.44,9.27,2.75,5,3.55,-2.13,0,Returning
ORD100543,2023-10-01 04:54:44,CUST1894,France,Mobile,PPC,Completed,P1016,Keyboard,Electronics,1,99.74,60.84,0.15,84.78,60.84,5.05,2,2.8,16.09,0,New
ORD100543,2023-10-01 04:54:44,CUST1894,France,Mobile,PPC,Completed,P1012,Smart Watch,Electronics,3,124.84,60.8,0.05,355.79,182.4,3.66,4,6.02,163.71,0,New
ORD100543,2023-10-01 04:54:44,CUST1894,France,Mobile,PPC,Completed,P1034,Shampoo,Beauty,1,56.45,44.12,0.05,53.63,44.12,4.94,1,2.34,2.23,0,New
ORD101050,2023-10-02 08:55:18,CUST1608,France,Web,Social,Completed,P1032,Lipstick,Beauty,2,39.73,25.08,0.0,79.46,50.16,2.47,7,5.76,21.07,0,Returning
ORD101050,2023-10-02 08:55:18,CUST1608,France,Web,Social,Completed,P1031,Sunscreen,Beauty,1,77.05,46.1,0.0,77.05,46.1,3.95,4,5.97,21.03,0,Returning
ORD101050,2023-10-02 08:55:18,CUST1608,France,Web,Social,Completed,P1019,Fitness Band,Electronics,2,91.75,52.48,0.1,165.15,104.96,1.84,5,7.22,51.13,0,Returning
ORD100199,2023-10-02 10:53:18,CUST1345,France,Web,Social,Returned,P1019,Fitness Band,Electronics,1,91.75,65.77,0.0,91.75,65.77,0.28,1,2.86,22.84,1,New
ORD100199,2023-10-02 10:53:18,CUST1345,France,Web,Social,Returned,P1016,Keyboard,Electronics,1,99.74,74.09,0.0,99.74,74.09,0.1,3,5.41,20.14,1,New
ORD100176,2023-10-03 09:17:31,CUST1149,Nigeria,Web,Email,Completed,P1033,Perfume,Beauty,1,18.85,10.14,0.0,18.85,10.14,1.48,2,3.73,3.5,0,New
ORD100950,2023-10-03 18:53:03,CUST1471,Germany,Web,Email,Completed,P1025,Curtain,Home,1,42.22,24.14,0.05,40.11,24.14,5.21,4,3.73,7.03,0,New
ORD100950,2023-10-03 18:53:03,CUST1471,Germany,Web,Email,Completed,P1037,Face Mask,Beauty,3,0.81,0.53,0.0,2.43,1.59,5.68,5,6.77,-11.61,0,New
ORD100950,2023-10-03 18:53:03,CUST1471,Germany,Web,Email,Completed,P1016,Keyboard,Electronics,1,99.74,68.69,0.0,99.74,68.69,0.39,1,2.95,27.71,0,New
ORD100950,2023-10-03 18:53:03,CUST1471,Germany,Web,Email,Completed,P1029,Storage Box,Home,2,34.17,22.07,0.1,61.51,44.14,3.35,10,5.52,8.5,0,New
ORD100703,2023-10-04 03:06:04,CUST1371,Germany,Mobile,Organic,Completed,P1025,Curtain,Home,3,42.22,19.96,0.0,126.66,59.88,0.6,1,2.98,63.2,0,New
ORD100836,2023-10-05 16:20:39,CUST1910,United Kingdom,Mobile,Organic,Completed,P1016,Keyboard,Electronics,2,99.74,66.32,0.1,179.53,132.64,0.71,1,2.77,43.41,0,Returning
ORD100786,2023-10-05 23:02:06,CUST1036,France,Web,Organic,Completed,P1001,Hoodie,Apparel,2,37.23,28.17,0.0,74.46,56.34,0.23,1,3.14,14.75,0,Returning
ORD100594,2023-10-07 12:01:11,CUST1452,United States,Mobile,Organic,Completed,P1035,Conditioner,Beauty,1,15.58,9.81,0.0,15.58,9.81,0.64,2,4.01,1.12,0,New
ORD100814,2023-10-08 15:28:14,CUST1906,Nigeria,App,Organic,Completed,P1019,Fitness Band,Electronics,2,91.75,59.02,0.0,183.5,118.04,0.51,4,3.81,61.14,0,New
ORD100814,2023-10-08 15:28:14,CUST1906,Nigeria,App,Organic,Completed,P1034,Shampoo,Beauty,2,56.45,29.98,0.0,112.9,59.96,0.28,3,3.16,49.5,0,New
ORD100839,2023-10-09 09:52:58,CUST1888,United Kingdom,Mobile,Organic,Returned,P1009,Blouse,Apparel,1,50.85,33.43,0.0,50.85,33.43,0.1,10,6.95,10.37,1,Returning
ORD100839,2023-10-09 09:52:58,CUST1888,United Kingdom,Mobile,Organic,Returned,P1006,Socks,Apparel,1,71.58,46.27,0.0,71.58,46.27,0.64,1,2.48,22.19,1,Returning
ORD100917,2023-10-09 23:41:57,CUST1331,Nigeria,Mobile,Organic,Completed,P1006,Socks,Apparel,1,71.58,35.72,0.0,71.58,35.72,0.47,3,3.01,32.38,0,New
ORD100157,2023-10-10 06:59:56,CUST1742,Brazil,Web,PPC,Returned,P1014,Portable Charger,Electronics,2,85.5,56.25,0.0,171.0,112.5,2.68,3,4.71,51.11,1,Returning
ORD100157,2023-10-10 06:59:56,CUST1742,Brazil,Web,PPC,Returned,P1031,Sunscreen,Beauty,1,77.05,58.65,0.1,69.34,58.65,1.44,4,3.44,5.81,1,Returning
ORD100817,2023-10-13 23:42:07,CUST1991,United Kingdom,Web,PPC,Completed,P1022,Vacuum,Home,2,41.35,26.03,0.1,74.43,52.06,4.66,7,8.55,9.16,0,Returning
ORD100817,2023-10-13 23:42:07,CUST1991,United Kingdom,Web,PPC,Completed,P1012,Smart Watch,Electronics,1,124.84,78.33,0.0,124.84,78.33,1.66,1,2.87,41.98,0,Returning
ORD100448,2023-10-15 04:07:54,CUST1476,United Kingdom,Web,Organic,Completed,P1007,Dress,Apparel,1,55.35,40.2,0.0,55.35,40.2,0.64,14,13.91,0.6,0,Returning
ORD100448,2023-10-15 04:07:54,CUST1476,United Kingdom,Web,Organic,Completed,P1006,Socks,Apparel,1,71.58,36.47,0.0,71.58,36.47,0.97,7,9.49,24.65,0,Returning
ORD100448,2023-10-15 04:07:54,CUST1476,United Kingdom,Web,Organic,Completed,P1017,Mouse,Electronics,1,126.28,60.65,0.0,126.28,60.65,0.86,1,2.74,62.03,0,Returning
ORD101091,2023-10-17 10:44:20,CUST1593,United States,Web,Email,Completed,P1035,Conditioner,Beauty,2,15.58,10.88,0.05,29.6,21.76,5.37,10,10.91,-8.44,0,Returning
ORD101091,2023-10-17 10:44:20,CUST1593,United States,Web,Email,Completed,P1025,Curtain,Home,1,42.22,28.92,0.0,42.22,28.92,4.38,3,3.72,5.2,0,Returning
ORD101091,2023-10-17 10:44:20,CUST1593,United States,Web,Email,Completed,P1012,Smart Watch,Electronics,1,124.84,72.09,0.0,124.84,72.09,2.34,2,3.22,47.19,0,Returning
ORD100163,2023-10-17 12:29:34,CUST1664,United Kingdom,Web,Email,Completed,P1013,Phone Case,Electronics,1,81.73,64.85,0.2,65.38,64.85,2.82,4,6.22,-8.51,0,Returning
ORD101089,2023-10-18 01:25:54,CUST1346,Canada,Mobile,Social,Completed,P1025,Curtain,Home,1,42.22,23.34,0.0,42.22,23.34,4.23,10,8.61,6.04,0,New
ORD100763,2023-10-18 16:42:49,CUST1574,Nigeria,Web,Organic,Completed,P1006,Socks,Apparel,1,71.58,44.07,0.15,60.84,44.07,0.35,4,6.12,10.3,0,Loyal
ORD100763,2023-10-18 16:42:49,CUST1574,Nigeria,Web,Organic,Completed,P1019,Fitness Band,Electronics,1,91.75,44.44,0.0,91.75,44.44,0.26,14,10.01,37.04,0,Loyal
ORD100763,2023-10-18 16:42:49,CUST1574,Nigeria,Web,Organic,Completed,P1016,Keyboard,Electronics,1,99.74,65.31,0.0,99.74,65.31,0.08,4,3.99,30.36,0,Loyal
ORD100763,2023-10-18 16:42:49,CUST1574,Nigeria,Web,Organic,Completed,P1000,T-Shirt,Apparel,1,49.93,33.6,0.1,44.94,33.6,0.42,4,6.68,4.24,0,Loyal
ORD100877,2023-10-18 17:47:31,CUST1240,United Kingdom,Web,Organic,Completed,P1032,Lipstick,Beauty,1,39.73,31.57,0.0,39.73,31.57,0.98,1,2.8,4.38,0,Returning
ORD100877,2023-10-18 17:47:31,CUST1240,United Kingdom,Web,Organic,Completed,P1029,Storage Box,Home,1,34.17,18.84,0.05,32.46,18.84,0.86,4,5.96,6.8,0,Returning
ORD100877,2023-10-18 17:47:31,CUST1240,United Kingdom,Web,Organic,Completed,P1025,Curtain,Home,1,42.22,24.85,0.0,42.22,24.85,0.21,1,2.4,14.76,0,Returning
ORD100742,2023-10-19 04:53:25,CUST1037,India,App,Organic,Completed,P1015,Webcam,Electronics,1,108.75,59.39,0.15,92.44,59.39,0.75,10,8.6,23.7,0,Returning
ORD100742,2023-10-19 04:53:25,CUST1037,India,App,Organic,Completed,P1000,T-Shirt,Apparel,1,49.93,24.13,0.0,49.93,24.13,0.8,3,4.85,20.15,0,Returning
ORD101110,2023-10-19 10:11:45,CUST1095,India,App,PPC,Completed,P1008,Skirt,Apparel,1,30.61,23.29,0.05,29.08,23.29,1.1,3,3.47,1.22,0,Loyal
ORD101110,2023-10-19 10:11:45,CUST1095,India,App,PPC,Completed,P1011,Bluetooth Speaker,Electronics,3,110.69,80.82,0.05,315.47,242.46,1.39,1,2.55,69.07,0,Loyal
ORD101110,2023-10-19 10:11:45,CUST1095,India,App,PPC,Completed,P1009,Blouse,Apparel,2,50.85,24.58,0.05,96.62,49.16,1.59,2,3.2,42.67,0,Loyal
ORD100553,2023-10-19 21:50:52,CUST1732,Germany,Web,Organic,Completed,P1001,Hoodie,Apparel,1,37.23,22.67,0.0,37.23,22.67,0.15,10,8.83,5.58,0,Returning
ORD100553,2023-10-19 21:50:52,CUST1732,Germany,Web,Organic,Completed,P1007,Dress,Apparel,1,55.35,34.91,0.0,55.35,34.91,0.19,3,5.0,15.25,0,Returning
ORD100421,2023-10-21 15:05:08,CUST1517,Nigeria,Mobile,Organic,Completed,P1037,Face Mask,Beauty,1,0.81,0.62,0.0,0.81,0.62,0.74,4,5.57,-6.12,0,Loyal
ORD100421,2023-10-21 15:05:08,CUST1517,Nigeria,Mobile,Organic,Completed,P1023,Blender,Home,1,11.51,6.21,0.0,11.51,6.21,0.74,1,2.84,1.72,0,Loyal
ORD100286,2023-10-21 21:16:09,CUST1859,Nigeria,Mobile,Organic,Completed,P1028,Cutlery Set,Home,2,27.99,17.03,0.2,44.78,34.06,0.62,1,2.91,7.19,0,Returning
ORD100068,2023-10-22 07:47:05,CUST1444,Spain,Mobile,PPC,Completed,P1012,Smart Watch,Electronics,1,124.84,69.26,0.15,106.11,69.26,0.17,7,6.14,30.54,0,Returning
ORD100142,2023-10-22 22:05:22,CUST1946,United Kingdom,Web,Email,Completed,P1010,Wireless Headphones,Electronics,1,110.73,85.99,0.0,110.73,85.99,4.18,2,2.85,17.71,0,Returning
ORD100460,2023-10-23 01:09:22,CUST1291,United Kingdom,Web,Social,Completed,P1028,Cutlery Set,Home,2,27.99,22.13,0.0,55.98,44.26,5.04,3,4.77,1.91,0,Returning
ORD100460,2023-10-23 01:09:22,CUST1291,United Kingdom,Web,Social,Completed,P1005,Jacket,Apparel,2,35.32,24.13,0.0,70.64,48.26,0.92,4,4.06,17.4,0,Returning
ORD100467,2023-10-23 05:51:46,CUST1993,India,Mobile,Email,Completed,P1036,Serum,Beauty,1,44.18,22.1,0.0,44.18,22.1,1.82,7,10.33,9.93,0,Returning
ORD100467,2023-10-23 05:51:46,CUST1993,India,Mobile,Email,Completed,P1038,Body Lotion,Beauty,1,13.44,8.52,0.0,13.44,8.52,2.01,3,5.42,-2.51,0,Returning
ORD100057,2023-10-23 14:07:29,CUST1705,United States,Web,Organic,Completed,P1018,Smart Light,Electronics,1,101.84,67.14,0.0,101.84,67.14,0.89,1,2.96,30.85,0,Returning
ORD100093,2023-10-24 10:07:00,CUST1509,Australia,Web,Organic,Completed,P1026,Desk Lamp,Home,1,16.98,12.76,0.0,16.98,12.76,0.04,1,2.32,1.86,0,Returning
ORD100093,2023-10-24 10:07:00,CUST1509,Australia,Web,Organic,Completed,P1037,Face Mask,Beauty,1,0.81,0.6,0.0,0.81,0.6,0.81,5,3.82,-4.42,0,Returning
ORD100811,2023-10-24 15:44:08,CUST1751,Nigeria,Mobile,Social,Completed,P1019,Fitness Band,Electronics,2,91.75,57.62,0.05,174.32,115.24,3.53,4,6.6,48.95,0,Returning
